	params	train_accuracy	train_sensitivity	train_specificity	train_mcc	validation_accuracy	validation_sensitivity	validation_specificity	validation_mcc
7326	{'max_depth': 6, 'eta': 0.1, 'gamma': 0, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7446808510638298	0.7922077922077922	0.7117117117117117	0.49563816778490033	0.525	0.5714285714285714	0.5	0.06822384756298847
4126	{'max_depth': 3, 'eta': 0.1, 'gamma': 0, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7340425531914894	0.7922077922077922	0.6936936936936937	0.47791625512205504	0.525	0.5714285714285714	0.5	0.06822384756298847
10524	{'max_depth': 8, 'eta': 0.1, 'gamma': 0, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.6, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7446808510638298	0.8181818181818182	0.6936936936936937	0.5036915232683266	0.525	0.5714285714285714	0.5	0.06822384756298847
4444	{'max_depth': 3, 'eta': 0.1, 'gamma': 0.1, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.6, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7340425531914894	0.8181818181818182	0.6756756756756757	0.4864026132378625	0.525	0.5714285714285714	0.5	0.06822384756298847
4959	{'max_depth': 3, 'eta': 0.3, 'gamma': 0, 'subsample': 1, 'lambda': 100, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.200649175054246, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7659574468085106	0.8181818181818182	0.7297297297297297	0.5389072532474317	0.525	0.5714285714285714	0.5	0.06822384756298847
7039	{'max_depth': 6, 'eta': 0.01, 'gamma': 1, 'subsample': 1, 'lambda': 100, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.200649175054246, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.6808510638297872	0.6493506493506493	0.7027027027027027	0.3486435540040016	0.525	0.5714285714285714	0.5	0.06822384756298847
7644	{'max_depth': 6, 'eta': 0.1, 'gamma': 0.1, 'subsample': 0.8, 'lambda': 100, 'colsample_bytree': 0.6, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.75	0.8311688311688312	0.6936936936936937	0.5166758048932141	0.525	0.5714285714285714	0.5	0.06822384756298847
4319	{'max_depth': 3, 'eta': 0.1, 'gamma': 0.01, 'subsample': 1, 'lambda': 100, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.200649175054246, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7712765957446809	0.8051948051948052	0.7477477477477478	0.5443178452798328	0.525	0.5714285714285714	0.5	0.06822384756298847
5648	{'max_depth': 3, 'eta': 1, 'gamma': 0, 'subsample': 0.4, 'lambda': 10, 'colsample_bytree': 0.2, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7712765957446809	0.8181818181818182	0.7387387387387387	0.5478612329657148	0.525	0.5714285714285714	0.5	0.06822384756298847
5614	{'max_depth': 3, 'eta': 1, 'gamma': 0, 'subsample': 0.2, 'lambda': 1, 'colsample_bytree': 0.8, 'scale_pos_weight': 1.4415584415584415, 'seed': 1618, 'nthread': 4, 'objective': 'binary:logistic'}	0.7553191489361702	0.8701298701298701	0.6756756756756757	0.5392829885769256	0.525	0.5714285714285714	0.5	0.06822384756298847
